0,1,2,3,4,5,6,7,8,ID
frambuesa,frutos rojos,,pimienta molida,hierbas,,roble,chocolate,,2918930
chocolate,roble,café,casis,mora,arándano,cuero,ceniza,piedra,1408852
mora,ciruela,casis,cereza,frambuesa,cereza,hongo,cuero,terroso,1150840
roble,vainilla,,mora,,,cereza,,,8031671
roble,mantequilla,caucho,ciruela,mora,fruta negra,regaliz,pimienta,carne,1256751
cereza,arándano rojo, ,chocolate,roble,cigarro,pasas de uva negras,tarta de fruta,,2398536
ciruela,fruta negra,mora,cuero,minerales,cuero,café,tabaco,caramelo,1125614
mora,ciruela,cereza Bing,cuero,cereza,,cigarrera,roble,tabaco,1549434
fresa,frambuesa,,cereza negra,casis,carne,terroso,humo,,7200926
hongo,,,polvo de vainilla,,,polvo de vainilla,,,9369077
casis,ciruela,cereza,roble,tabaco,vainilla,cuero,terroso,suelo del bosque,6738169
frutos del bosque,mora,,roble,,,cereza,fresa,,1915698
cereza,fresa salvaje, ,terroso,minerales,cuero,mermelada,casis,,1757162
fruta negra,mora,fruta seca,terroso,cuero,trufa,tabaco,roble,chocolate,88750
cereza negra,fruta negra,,terroso,cuero,humo,pimienta,canela,caramelo,3424391
cereza,arándano rojo, ,minerales,suelo del bosque,,roble,tabaco,chocolate,7582831
cereza,fresa,frambuesa,terroso,cuero,humo,roble,chocolate,cedro,4657570
cereza,frutos rojos,rosa seca,frutos del bosque,mora,,terroso,humo,suelo del bosque,3980459
ciruela,mora,casis,roble,vainilla,chocolate,cuero,terroso,humo,1455634
fresa,frambuesa,cereza,terroso,minerales,hongo,roble,vainilla,tabaco,1100748
frambuesa,arándano rojo,,terroso,minerales,tiza,frutos del bosque,cereza,,10324543
roble,vainilla,tabaco,cereza,frutos rojos,tofi,cuero,terroso,alquitrán,1476643
cuero,terroso,alquitrán,cereza,frutos rojos,tofi,roble,tabaco,vainilla,2399830
roble,tabaco,vainilla,casis,mora,ciruela,terroso,cuero,humo,1127898
cereza,frutos rojos,tofi,terroso,suelo del bosque,,fruta negra,ciruela,rosa seca,1234367
cuero,terroso,hongo,cereza,frambuesa,fruta seca,tabaco,roble,vainilla,2246612
cereza,frambuesa,cereza,terroso,jengibre,hierro,ajedrea,pimienta,,2010947
roble,chocolate,vainilla,mora,ciruela,fruta negra,cereza,fresa,frutos rojos,6305088
cuero,terroso,alquitrán,cereza,frutos rojos,nuez negra,roble,tabaco,chocolate,1626052
mora,cereza negra,casis,cereza,frutos rojos,tofi,cuero,terroso,hongo,1236889
pimienta,ajedrea,pimiento,ciruela,cereza negra, ,roble,cedro,chocolate,2040105
fresa,frambuesa,cereza,minerales,terroso,cuero,arándano,mermelada,casis,5312313
mora,ciruela,arándano,cereza,frutos rojos,tofi,terroso,minerales,humo,8464099
cereza,frambuesa,fruta seca,terroso,cuero,suelo del bosque,roble,vainilla,tabaco,1210262
roble,vainilla,tabaco,casis,casis,mora,cuero,terroso,humo,1455317
terroso,cuero,minerales,mora,fresa madura,fruta seca,roble,tabaco,,2779113
mora,ciruela,fruta negra,roble,cedro,vainilla,frutos rojos,cereza,nuez negra,1369553
cereza,fresa,frambuesa,terroso,humo,cuero,roble,vainilla,chocolate,2018570
ciruela,cereza negra, ,roble,vainilla,chocolate,regaliz,pimienta blanca,,1951473
mora,fruta negra,frambuesa,chocolate,roble,tabaco,cuero,ceniza,suelo del bosque,1623930
cereza,frambuesa,fresa,terroso,hongo,cuero,roble,vainilla,tabaco,79393
roble,tabaco,vainilla,mora,ciruela,cereza Bing,cuero,terroso,humo,19225
cereza,frambuesa,fruta seca,caramelo,cedro,clavo de olor,canela,pimienta,trufa,6234010
ciruela,mora,cereza Bing,roble,vainilla,tabaco,cuero,terroso,cacao,1170666
arándano rojo,ciruela,,arándano,mermelada,,carne de caza,,,6454746
roble,vainilla,tabaco,cereza,fresa,frutos rojos,cuero,terroso,humo,1136391
mora,casis,frutos del bosque,terroso,suelo del bosque,,roble,,,7070172
fresa,cereza,frambuesa,suelo del bosque,hierro,,roble,cedro,mantequilla,2575366
cuero,cacao,humo,roble,chocolate,cedro,cereza,frutos rojos,rosa seca,1228683
roble,bebida cola,carne,suelo del bosque,hongo,,cereza,fresa,arándano,5109339
cuero,minerales,queso,cereza,frambuesa,cereza,fruta negra,mora,arándano,1376262
cereza,frambuesa,fresa,peonía,virutas,,especias,anís,,2638448
cereza negra,ciruela, ,regaliz,hierbas secas,,cuero,aceite balsámico,,2369205
mora,fruta negra,ciruela,cereza,frambuesa,fruta seca,roble,chocolate para cocinar,,5946392
roble,café,chocolate,terroso,cuero,humo,ciruela,mora,cereza Bing,1316607
chocolate,roble,café,ciruela,cereza negra, ,cereza,frutos rojos,rosa seca,5032035
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,2013704
roble,chocolate,vainilla,ciruela,cereza negra, ,cereza,frambuesa,arándano,1163781
guinda,granada,frutos rojos,frutos del bosque,,,vainilla,,,4185576
roble,vainilla,tabaco,cuero,terroso,humo,mora,ciruela,fruta negra,1168975
fresa,frambuesa,cereza,roble,clavo de olor,tofi,casis,casis,cereza negra,2290004
roble,vainilla,chocolate,cereza,,,fruta negra,,,1216135
frambuesa,cereza,fresa,terroso,minerales,humo,roble,chocolate,tabaco,3810354
roble,vainilla,tabaco,cereza,frutos rojos,tofi,ciruela,mora,casis,78766
roble,tabaco,vainilla,mora,ciruela,cereza Bing,cuero,cacao,terroso,1231102
mora,frutos del bosque,,cereza,frambuesa,fruta seca,cigarro,chocolate,tabaco,3396261
cereza,frambuesa,fruta seca,cuero,terroso,hongo,roble,tabaco,clavo de olor,1465621
fruta negra,mora,cereza,clavo de olor,roble,tofi,cereza,cereza roja,fresa,4498061
mora,ciruela,cereza Bing,cigarro,roble,vainilla,cereza,cereza roja,fresa,6972310
roble,chocolate,cigarro,cereza,frutos rojos,tofi,humo,,,1571186
cereza,frutos rojos,tofi,hongo,terroso,cuero,roble,tabaco,vainilla,5762395
cereza,fresa,frutos rojos,roble,vainilla,clavo de olor,terroso,minerales,hongo,2095906
mora,arándano,ciruela,vainilla,roble,chocolate,frutos rojos,cereza roja,,7088812
vainilla,roble,tabaco,cereza,frutos rojos,tofi,ciruela,mora,arándano,96381
chocolate,roble,vainilla,ciruela,mora,cereza Bing,cuero,terroso,humo,1137663
cereza,arándano rojo, ,terroso,suelo del bosque,,roble,tabaco,vainilla,1769302
cereza,fresa,frambuesa,cuero,terroso,suelo del bosque,ciruela,frutos del bosque,,1600469
cereza,frambuesa,fresa,cuero,terroso,cacao,tabaco,roble,vainilla,1396675
vainilla,chocolate,café,pasas de uva negras,pasas de uva negras,,ciruela,casis,,1813886
frutos rojos,cereza,tofi,ciruela,casis,frutos rojos,roble,chocolate,café,1295907
roble,chocolate,vainilla,mora,ciruela,frutos rojos,cereza,frambuesa,fruta seca,1756193
roble,chocolate amargo,,cuero,aceite balsámico,,ciruela,fruta negra,mora,1529449
casis,arándano,ciruela,chocolate,roble,tabaco,terroso,,,1586066
mora,ciruela,cereza Bing,cuero,carne de caza, ,roble,vainilla,almizcle,5746735
roble,chocolate,tabaco,mora,fruta negra,ciruela,cuero,minerales,cuero,1592217
cereza,frutos rojos,rosa seca,cuero,trufa negra,sal,ciruela,arándano,fruta seca,1485162
mora,cereza negra,ciruela,cuero,humo,carne de caza,pimienta,regaliz,anís,1410132
roble,café,vainilla,arándano,fruta negra, ,pimienta,canela,regaliz,1970960
humo,terroso,cuero,frambuesa,fresa,cereza,pimienta,menta,tomillo,3757074
cereza,frutos rojos,tofi,roble,tabaco,vainilla,aceite balsámico,cuero,,1174293
vainilla,roble,chocolate,ciruela,mora,fruta negra,cereza,frutos rojos,tofi,1926947
vainilla,roble,cedro,cereza negra,mora,casis,terroso,cuero,aceite balsámico,3429183
roble,vainilla,tabaco,mora,fruta negra,ciruela,cuero,minerales,humo,6153610
roble,vainilla,caramelo,cuero,humo,terroso,frutos rojos,cereza,tofi,1951020
roble,tabaco,chocolate,cuero,terroso,humo,ciruela,mora,fruta negra,1100586
casis,mora,frutos del bosque,roble,tabaco,vainilla,terroso,hongo,humo,1213072
sandía,fresa,cereza,minerales,piedra,hierro,ruibarbo,acelga,hierbas,1755922
roble,vainilla,tabaco,terroso,cacao,cuero,casis,frutos del bosque,,1585685
pimienta,pimienta blanca,,chocolate,cigarrera,uva,ciruela,fruta negra,mora,8076009
ciruela,casis,casis,roble,chocolate,café,menta,eucalipto,canela,2634390
cereza roja,frutos rojos,,minerales,grafito,humo,casis,casis,mora,7680224
cuero,humo,,tabaco,,,polvo de vainilla,,,7565242
cereza,frambuesa,cereza,chocolate,roble,vainilla,cuero,,,6459566
roble,chocolate,chocolate,ciruela,mora,frutos rojos,cuero,terroso,minerales,1193414
solución salina,,,polvo de vainilla,,,polvo de vainilla,,,1313929
cuero,minerales,hierro,frambuesa,frutos rojos,,arándano,casis,fruta seca,7595430
roble,vainilla,chocolate,ciruela,frutos del bosque,,cuero,humo,aceite balsámico,4311132
cereza,fresa,frambuesa,terroso,humo,cuero,roble,vainilla,tabaco,1408459
mora,ciruela,fruta negra,cereza,frutos rojos,rosa seca,pimienta,,,4467564
frutos rojos,fresa,fresa,terroso,minerales,humo,roble,clavo de olor,nuez negra,5079617
cereza,fresa,frutos rojos,pimienta,anís,canela,cuero,terroso,alquitrán,75214
cereza,frambuesa,fruta seca,pimienta,eucalipto,roble,roble,vainilla,clavo de olor,4793315
cereza,frutos rojos,tofi,roble,tabaco,vainilla,cuero,terroso,humo,15198
cereza,fresa,frambuesa,minerales,hongo,hierro,roble,vainilla,chocolate,1745052
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,1930218
frambuesa,cereza,fresa,roble,tabaco,bebida cola,humo,terroso,suelo del bosque,6181943
roble,chocolate,vainilla,ciruela,arándano,mora,cuero,terroso,humo,71474
ciruela,cereza negra, ,vainilla,roble,clavo de olor,pimienta,anís,regaliz,2826181
roble,chocolate,tabaco,mora,cereza negra,frambuesa,terroso,cuero,minerales,1270954
mora,cereza negra,frambuesa,pimienta,anís,romero,cuero,terroso,carne asada,1203162
roble,vainilla,tabaco,cereza,frutos rojos,tofi,cuero,terroso,,1730187
roble,tabaco,café,ciruela,mora,casis,cereza,frutos rojos,tofi,8187
cereza,frambuesa,fruta seca,cuero,terroso,carne asada,roble,vainilla,almizcle,10535231
mora,cereza negra,ciruela,pimienta,regaliz,hierro,roble,tabaco,vainilla,1508244
vainilla,roble,mantequilla,cereza,fresa,frutos rojos,hongo,terroso,cuero,1156047
fruta negra,mora,casis,roble,caramelo,cedro,cuero,humo,,1507784
mora,casis,arándano,roble,chocolate amargo,,cuero,cacao,especias,11267
mora,casis,fruta negra,vainilla,roble,tabaco,cuero,terroso,carne asada,2137292
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,12057092
cereza,frutos rojos,tofi,roble,chocolate,caramelo,ciruela,cereza negra, ,1387134
roble,vainilla,tabaco,cereza,frutos rojos,tofi,cuero,humo,alquitrán,1129090
roble,vainilla,tabaco,ciruela,mora,cereza Bing,cereza,frutos rojos,tofi,75324
roble,vainilla,tabaco,terroso,cuero,humo,cereza,frutos rojos,tofi,1379202
cereza,cereza roja,fresa,roble,caramelo,cedro,terroso,cuero,hongo,1149494
roble,chocolate,vainilla,mora,ciruela,casis,cereza,frutos rojos,,2323172
tabaco,vainilla,,mermelada de bayas,,,cereza roja,,,1504620
ciruela,casis,casis,vainilla,roble,chocolate,terroso,humo,cacao,7074728
roble,chocolate,vainilla,cereza,arándano rojo, ,tomillo,,,1924069
vainilla,roble,chocolate,ciruela,casis,mora,cereza,frutos rojos,tofi,1516785
roble,vainilla,tabaco,ciruela,fruta negra,mora,humo,cuero,grafito,1573255
roble,vainilla,chocolate,mora,ciruela,cereza Bing,cereza,frambuesa,fruta seca,1181325
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,1546687
cereza,frutos rojos,tofi,piedra,cuero,carne de caza,casis,casis,,7476678
cereza,frambuesa,fresa,terroso,hongo,suelo del bosque,roble,tabaco,cigarrera,7386532
roble,,,polvo de vainilla,,,polvo de vainilla,,,22616
roble,mantequilla,uva,minerales,humo,cereza,tabaco dulce,piedra,mora,1189657
cereza,frambuesa,fruta seca,mora,frutos del bosque,,vainilla,roble,cedro,3179374
roble,mantequilla,caucho,fruta negra,arándano,,regaliz,pimienta,,2370993
roble,chocolate,vainilla,mora,casis,fruta negra,pimienta,,,1510225
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,10241306
cereza,fresa,frambuesa,roble,tabaco,,humo,terroso,cuero,1167987
frambuesa negra,mora,,cereza,,,chocolate,,,8630748
ciruela pasa,,,alquitrán,,,polvo de vainilla,,,5741960
roble,vainilla,tabaco,mora,fruta negra,ciruela,cereza,frutos rojos,tofi,1223070
cereza,frambuesa,fruta seca,ciruela,mora,casis,terroso,cuero,humo,13893
frambuesa,frutos rojos,,arándano,,,perfume,,,6379621
ciruela,mora,arándano,cereza,frambuesa,fruta seca,roble,vainilla,chocolate,1198800
roble,chocolate,vainilla,mora,ciruela,fruta negra,pimienta,menta,canela,71304
frambuesa,fresa madura,,roble,chocolate,,casis,mora,ciruela,8886888
cereza,arándano rojo, ,ciruela,cereza negra, ,terroso,minerales,cuero,1686795
frambuesa,cereza roja,,cuero,terroso,caucho,tabaco,mezcla de especias para vino caliente,,6158873
cuero,minerales,hierro,pimienta blanca,regaliz,,roble,vainilla,bebida cola,5039889
mora,frutos del bosque,,humo,minerales,,chocolate,roble,,2908925
frutos rojos,cereza,uva,canela,pimienta,regaliz,chocolate,clavo de olor,,1726244
roble,vainilla,tabaco,cereza negra,mora,ciruela,frutos rojos,fresa,cuero,9843998
roble,tabaco,vainilla,cuero,terroso,humo,ciruela,mora,cereza Bing,1205627
cereza,frambuesa,fresa,menta,hierbas secas,rosa seca,mulberry,casis,,8732698
casis,mora,frutos del bosque,pimienta,eucalipto,roble,terroso,cuero,humo,1664650
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,11436801
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,10947138
vainilla,cedro,clavo de olor,banana,queso,,regaliz,mentol,pimiento,7709859
roble,chocolate,bebida cola,fresa,frutos rojos,,frutos del bosque,cereza,,7995713
cereza,frambuesa,fruta seca,roble,tabaco,vainilla,casis,ciruela,fruta negra,1100305
mora,ciruela,arándano,cereza,frambuesa,fruta seca,terroso,cuero,aceite balsámico,1411410
roble,clavo de olor,uva,mora,casis,ciruela,arándano rojo deshidratado,,,7850611
frambuesa,cereza,arándano,polvo de granito,piedra,,casis,,,2429224
naranja,cítrico,,fruta negra,cereza negra,,pimienta,,,3151586
cereza,ciruela roja,rosa seca,minerales,cuero,,arándano,,,9534126
crema,,,polvo de vainilla,,,polvo de vainilla,,,7750433
ciruela,mora,fruta negra,roble,chocolate,vainilla,cereza,frutos rojos,tofi,3504
cuero,minerales,hierro,mora,ciruela,casis,roble,tabaco,vainilla,96869
mora,fruta negra,ciruela,roble,vainilla,café,cereza,frambuesa,fruta seca,8425229
fruta negra,casis,arándano,cereza,frutos rojos,tofi,roble,nuez moscada,cuero,8979449
fresa,cereza,frutos rojos,pimienta,regaliz,carne,cuero,terroso,humo,5498349
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,11702096
ciruela,mora,fruta negra,cereza,frambuesa,fruta seca,roble,vainilla,tabaco,78739
terroso,cuero,,rosa seca,gardenia,pomelo,regaliz,,,4709956
cereza,fresa madura,,roble,,,mora,,,8800097
cereza,frutos rojos,tofi,vainilla,chocolate,roble,pimienta,bergamota,menta,97281
cereza,frutos rojos,tofi,roble,vainilla,tabaco,cuero,terroso,humo,8483
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,11864278
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,2370645
terroso,cuero,minerales,cereza,frutos rojos,rosa seca,roble,tabaco,cedro,1314030
frambuesa,fresa,,almendra,,,polvo de vainilla,,,2680136
cereza,frutos rojos,tofi,cuero,pizarra,alquitrán,mora,cereza negra,arándano,2096623
cereza,,,cuero,,,roble,,,1158717
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,9245214
frambuesa,fresa,cereza,minerales,pizarra,humo,roble,clavo de olor,uva,8914537
terroso,cuero,humo,roble,cigarrera,cigarro,cereza,frutos rojos,nuez negra,3873462
vainilla,roble,chocolate,mermelada,arándano,mora,cereza,frutos rojos,rosa seca,20946
cereza,frutos rojos,tofi,mermelada,cítrico,piedra,humo,terroso,minerales,8585673
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,13000667
cuero,terroso,humo,roble,tabaco,vainilla,mora,fruta negra,cereza,3036211
fresa,,,terroso,,,polvo de vainilla,,,6176099
frutos rojos,cereza,uva,hierbas secas,,,mezcla de especias para vino caliente,,,11276207
roble,vainilla,café,cacao,cuero,minerales,cereza,frambuesa,fresa,1900505
terroso,humo,cuero,cereza,frambuesa,fruta seca,casis,fruta negra,mora,3753812
mora,ciruela,frutos rojos,roble,vainilla,tabaco,cereza,frambuesa,fruta seca,5913031
casis,arándano,,vainilla,chocolate,canela,carne a la parrilla,humo,,1169193
roble,vainilla,chocolate,ciruela,mora,frutos rojos,frutos rojos,cereza,tofi,4502957
roble,tabaco,chocolate,mora,ciruela,frutos rojos,terroso,cuero,humo,1134639
cereza,frambuesa,fruta seca,roble,vainilla,chocolate,ciruela,mora,arándano,2364791
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,1663772
mora,frutos del bosque,,roble,vainilla,tabaco,cuero,ceniza,terroso,4911277
mora,ciruela,casis,roble,chocolate,vainilla,cuero,terroso,humo,80157
casis,,,cereza roja,,,polvo de vainilla,,,11627078
cereza,cereza roja,fresa,ciruela,,,nuez moscada,,,5438102
ciruela,mora,fruta negra,cuero,terroso,minerales,cereza,frutos rojos,tofi,2039503
fruta negra,frutos del bosque,,roble,vainilla,chocolate,cereza,cereza roja,fresa,1603859
terroso,minerales,,ciruela,,,canela,,,9727642
pasas de uva negras,,,limón,,,polvo de vainilla,,,7777658
fresa,frutos rojos,fresa,pimienta de Jamaica,roble,,casis,boysenberry,frambuesa,1444927
frutos rojos,frambuesa,,roble,vainilla,sándalo,pimienta,regaliz,menta,7162689
chocolate,vainilla,roble,cereza,frambuesa,arándano,ciruela,cereza negra, ,1637735
chocolate,vainilla,roble,ciruela,mora,frambuesa,cereza,frutos rojos,tofi,5961876
cereza,frutos rojos,tofi,chocolate,roble,cedro,mora,arándano,casis,1458328
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,6767643
roble,vainilla,chocolate,cereza,frutos rojos,tofi,cereza negra,ciruela, ,1175007
fresa,,,polvo de vainilla,,,polvo de vainilla,,,10179889
mora,casis,frutos del bosque,roble,vainilla,cedro,pimienta,anís,regaliz,2431421
fresa,cereza,frambuesa,vainilla,roble,cedro,cuero,terroso,humo,4528600
frutos rojos,cereza,tofi,roble,tabaco,vainilla,terroso,cuero,humo,7494240
fruta negra,mora,arándano,terroso,cuero,,roble,vainilla,chocolate,5829121
terroso,carne adobada,,cereza,fresa,,ciruela,zarzamora,,1183633
trufa negra,,,polvo de vainilla,,,polvo de vainilla,,,6411166
vainilla,roble,tabaco,mora,ciruela,cereza Bing,cereza,frutos rojos,tofi,953
frambuesa,cereza,cereza,pimienta,menta,hierbas,terroso,cuero,,1967316
aceite balsámico,,,polvo de vainilla,,,polvo de vainilla,,,9627675
cereza,frambuesa,fruta seca,caramelo,chocolate,tiza,virutas,perfume,,11151274
roble,vainilla,tabaco,mora,casis,fruta negra,cuero,terroso,humo,74426
roble,vainilla,café,cereza,frambuesa,fruta seca,mora,cereza negra,frambuesa,8188993
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,11901033
ciruela,cereza negra, ,pimienta,regaliz,menta,cereza,fresa,frambuesa,7022703
mora,fruta negra,cereza,cereza roja,cereza,fresa,roble,vainilla,chocolate,4431408
ciruela,mora,frutos rojos,pimienta,regaliz,anís,terroso,cuero,humo,1278083
cereza,arándano rojo, ,mora,mermelada de mora,,cuero,terroso,,1958943
cereza,frutos rojos,tofi,roble,tabaco,vainilla,cuero,terroso,cacao,1612740
cereza,frutos rojos,tofi,roble,chocolate,tabaco,terroso,cuero,humo,2237669
casis,fruta negra,romero,pimienta,canela,,roble,,,8707632
frambuesa,frutos rojos,,cuero,terroso,,cereza negra,fruta negra,,6755157
roble,chocolate,,cereza,,,polvo de vainilla,,,7772880
cereza,frambuesa,fruta seca,clavo de olor,roble,,pimienta,,,1621453
ciruela,fruta negra,mora,roble,tabaco,vainilla,regaliz,tomillo,pimiento,1829660
cereza,frutos rojos,tofi,terroso,aceite balsámico,,pimienta,hierbas secas,,1253244
roble,vainilla,cedro,mora,cereza negra,frambuesa,cereza roja,cereza,,9481183
ciruela,cereza negra, ,roble,vainilla,cacao,cuero,terroso,minerales,1238113
terroso,cuero,,mora,fruta negra,,cereza roja,fresa,,1258307
fresa,arándano rojo,rosa seca,minerales,cuero,hierro,mora,mermelada,arándano,5990996
frutos del bosque,ciruela,,frutos rojos,,,polvo de vainilla,,,1934263
ciruela,mermelada,frambuesa,cereza,frutos rojos,tofi,vainilla,roble,almizcle,4185895
cereza,frambuesa,fresa,terroso,cuero,humo,clavo de olor,roble,tofi,1210913
cereza,frambuesa,fruta seca,ciruela,mora,cereza Bing,cuero,terroso,humo,1180745
cereza,frambuesa,fresa,terroso,cuero,humo,pimienta,canela,ajedrea,1254804
cereza,frutos rojos,uva,ciruela,fruta negra,cereza roja,ajedrea,pimienta,rosa seca,6280318
